#chr	start	end	gene_id
chr1	21440127	21440128	NBPF3
chr1	21460081	21460082	PFN1P10
chr1	21509396	21509397	ALPL
chr1	21547403	21547404	ENSG00000289715
chr1	21586471	21586472	LINC02596
chr1	21669356	21669357	RAP1GAP
chr1	21768268	21768269	ENSG00000231978
chr1	21783605	21783606	USP48
chr1	21812264	21812265	LDLRAD2
chr1	21908097	21908098	ENSG00000232037
chr1	21937309	21937310	HSPG2
chr1	21956870	21956871	ENSG00000283234
chr1	21977021	21977022	CELA3B
chr1	21983605	21983606	ENSG00000285959
chr1	21987480	21987481	RN7SL386P
chr1	21987815	21987816	RNU6-1022P
chr1	22001656	22001657	CELA3A
chr1	22010649	22010650	RN7SL186P
chr1	22010984	22010985	RNU6-776P
chr1	22024557	22024558	LINC00339
chr1	22025141	22025142	ENSG00000289694
chr1	22026047	22026048	LINC01635
chr1	22030526	22030527	ENSG00000285794
chr1	22052626	22052627	CDC42
chr1	22052926	22052927	CDC42-AS1
chr1	22059196	22059197	CDC42-IT1
chr1	22068826	22068827	MPHOSPH6P1
chr1	22142849	22142850	ENSG00000285873
chr1	22143968	22143969	WNT4
chr1	22266238	22266239	MIR4418
chr1	22323330	22323331	PPIAP34
chr1	22366481	22366482	ENSG00000279625
chr1	22428837	22428838	ZBTB40
chr1	22517473	22517474	ZBTB40-IT1
chr1	22563488	22563489	EPHA8
chr1	22633365	22633366	MIR6127
chr1	22635076	22635077	C1QA
chr1	22636505	22636506	ENSG00000289692
chr1	22643013	22643014	C1QC
chr1	22652761	22652762	C1QB
chr1	22710838	22710839	EPHB2
chr1	22719516	22719517	MIR4684
chr1	22836848	22836849	ENSG00000225952
chr1	22863225	22863226	MIR4253
chr1	22972865	22972866	LACTBL1
chr1	23019099	23019100	TEX46
chr1	23019442	23019443	KDM1A
chr1	23044304	23044305	MIR3115
chr1	23057933	23057934	ENSG00000266802
chr1	23088057	23088058	ENSG00000240553
chr1	23140324	23140325	ENSG00000229010
chr1	23162703	23162704	RNU6-514P
chr1	23163952	23163953	RNU6-135P
chr1	23167888	23167889	ENSG00000289014
chr1	23177807	23177808	LUZP1
chr1	23217501	23217502	HTR1D
chr1	23244764	23244765	ENSG00000215381
chr1	23287487	23287488	LINC01355
chr1	23297796	23297797	ENSG00000284726
chr1	23344335	23344336	HNRNPR
chr1	23368938	23368939	ZNF436-AS1
chr1	23369835	23369836	ZNF436
chr1	23370253	23370254	Y_RNA
chr1	23379028	23379029	ENSG00000271420
chr1	23410831	23410832	ENSG00000232482
chr1	23424747	23424748	TCEA3
chr1	23484567	23484568	ASAP3
chr1	23531232	23531233	E2F2
chr1	23550914	23550915	ENSG00000235052
chr1	23559500	23559501	ID3
chr1	23581494	23581495	MDS2
chr1	23593620	23593621	ENSG00000285802
chr1	23670293	23670294	EEF1A1P48
chr1	23691741	23691742	RPL11
chr1	23743447	23743448	ELOA
chr1	23778324	23778325	ELOA-AS1
chr1	23778417	23778418	PITHD1
chr1	23791144	23791145	LYPLA2
chr1	23793557	23793558	ENSG00000289835
chr1	23800780	23800781	GALE
chr1	23838619	23838620	HMGCL
chr1	23868289	23868290	FUCA1
chr1	23902736	23902737	BTBD6P1
chr1	23907110	23907111	ENSG00000232557
chr1	23913361	23913362	CNR2
chr1	23929069	23929070	MIR378F
chr1	23949382	23949383	H3P1
chr1	23956838	23956839	PNRC2
chr1	23980926	23980927	SRSF10
chr1	24008518	24008519	RPL36P5
chr1	24040834	24040835	ENSG00000225315
chr1	24066773	24066774	MYOM3-AS1
chr1	24112134	24112135	MYOM3
chr1	24143139	24143140	IL22RA1
chr1	24187958	24187959	IFNLR1
chr1	24199557	24199558	GRHL3
chr1	24200239	24200240	LINC02800
chr1	24321900	24321901	GRHL3-AS1
chr1	24415801	24415802	NIPAL3
chr1	24416933	24416934	STPG1
chr1	24476361	24476362	ENSG00000288982
chr1	24502350	24502351	RCAN3
chr1	24535399	24535400	RCAN3AS
chr1	24556023	24556024	NCMAP-DT
chr1	24556086	24556087	NCMAP
chr1	24563626	24563627	ENSG00000227312
chr1	24625512	24625513	Y_RNA
chr1	24631715	24631716	SRRM1
chr1	24704893	24704894	ENSG00000284699
chr1	24745381	24745382	CLIC4
chr1	24777978	24777979	RNU6-1208P
chr1	24919415	24919416	MIR6731
chr1	24961344	24961345	RUNX3-AS1
chr1	24965120	24965121	RUNX3
chr1	24970864	24970865	ENSG00000261025
chr1	25023502	25023503	MIR4425
chr1	25041135	25041136	LINC02793
chr1	25113119	25113120	ENSG00000233755
chr1	25125453	25125454	IFITM3P7
chr1	25208138	25208139	ENSG00000231953
chr1	25232501	25232502	SYF2
chr1	25232585	25232586	ENSG00000284602
chr1	25239493	25239494	ENSG00000284657
chr1	25247836	25247837	ENSG00000272432
chr1	25267135	25267136	ENSG00000261349
chr1	25272392	25272393	RHD
chr1	25294642	25294643	SDHDP6
chr1	25337464	25337465	ENSG00000259984
chr1	25338212	25338213	RSRP1
chr1	25338316	25338317	TMEM50A
chr1	25398720	25398721	ENSG00000238084
chr1	25430191	25430192	RHCE
chr1	25430857	25430858	MACO1
chr1	25543605	25543606	LDLRAP1
chr1	25581477	25581478	ENSG00000225643
chr1	25616790	25616791	MAN1C1
chr1	25659110	25659111	ENSG00000233478
chr1	25800192	25800193	SELENON
chr1	25811469	25811470	ENSG00000255054
chr1	25818639	25818640	MTFR1L
chr1	25820796	25820797	ENSG00000228172
chr1	25832133	25832134	ENSG00000272478
chr1	25859457	25859458	AUNIP
chr1	25859579	25859580	ENSG00000236528
chr1	25875707	25875708	PAQR7
chr1	25877495	25877496	Y_RNA
chr1	25887359	25887360	SNRPFP2
chr1	25888969	25888970	ENSG00000223624
chr1	25906453	25906454	MIR3917
chr1	25906990	25906991	STMN1
chr1	25964196	25964197	RNU6-110P
chr1	25998116	25998117	PAFAH2
chr1	26006005	26006006	ENSG00000252190
chr1	26006215	26006216	ENSG00000252691
chr1	26019883	26019884	EXTL1
chr1	26046117	26046118	SLC30A2
chr1	26046664	26046665	ENSG00000284309
chr1	26068435	26068436	TRIM63
chr1	26111164	26111165	PDIK1L
chr1	26159078	26159079	FAM110D
chr1	26168962	26168963	C1orf232
chr1	26169907	26169908	ZNF593
chr1	26171831	26171832	ZNF593OS
chr1	26177483	26177484	CNKSR1
chr1	26190560	26190561	CATSPER4
chr1	26209740	26209741	ZPLD2P
chr1	26220475	26220476	ENSG00000278572
chr1	26234199	26234200	CEP85
chr1	26263397	26263398	ENSG00000270733
chr1	26280085	26280086	SH3BGRL3
chr1	26317957	26317958	CD52
chr1	26318362	26318363	UBXN11
chr1	26326687	26326688	ENSG00000225854
chr1	26360079	26360080	CRYBG2
chr1	26374521	26374522	ZNF683
chr1	26410816	26410817	LIN28A
chr1	26432281	26432282	DHDDS
chr1	26455186	26455187	ENSG00000223583
chr1	26468013	26468014	DHDDS-AS1
chr1	26472439	26472440	HMGN2
chr1	26520249	26520250	DPPA2P2
chr1	26529760	26529761	RPS6KA1
chr1	26554541	26554542	MIR1976
chr1	26593545	26593546	RN7SL679P
chr1	26594040	26594041	Y_RNA
chr1	26602431	26602432	RNU7-29P
chr1	26620909	26620910	ENSG00000289452
chr1	26640613	26640614	ENSG00000229247
chr1	26642388	26642389	ENSG00000238316
chr1	26647446	26647447	ENSG00000235069
chr1	26692585	26692586	ENSG00000290006
chr1	26693235	26693236	ARID1A
chr1	26694130	26694131	ENSG00000260063
chr1	26787053	26787054	PIGV
chr1	26814821	26814822	RN7SL165P
chr1	26817299	26817300	ENSG00000287810
chr1	26826687	26826688	ZDHHC18
chr1	26863148	26863149	SFN
chr1	26876132	26876133	ENSG00000226698
chr1	26882234	26882235	ENSG00000289554
chr1	26890282	26890283	GPN2
chr1	26900237	26900238	NUDC
chr1	26900466	26900467	GPATCH3
chr1	26913974	26913975	NR0B2
chr1	26960467	26960468	KDF1
chr1	26980164	26980165	RPL12P13
chr1	26983627	26983628	RPL32P6
chr1	26986339	26986340	OSTCP2
chr1	26993691	26993692	TRNP1
chr1	27012849	27012850	TENT5B
chr1	27166980	27166981	SLC9A1
chr1	27176750	27176751	ENSG00000229985
chr1	27201472	27201473	CHCHD3P3
chr1	27206929	27206930	NPM1P39
chr1	27211264	27211265	SNRPEP7
chr1	27234351	27234352	WDTC1-DT
chr1	27234631	27234632	WDTC1
chr1	27255566	27255567	Y_RNA
chr1	27311239	27311240	ENSG00000243659
chr1	27322144	27322145	TMEM222
chr1	27325218	27325219	RNU6-48P
chr1	27325328	27325329	ACTG1P20
chr1	27342019	27342020	SYTL1
chr1	27366960	27366961	MAP3K6
chr1	27374823	27374824	FCN3
chr1	27383332	27383333	CD164L2
chr1	27389467	27389468	ENSG00000231207
chr1	27392621	27392622	GPR3
chr1	27457197	27457198	ENSG00000241169
chr1	27490166	27490167	WASF2
chr1	27525804	27525805	ENSG00000237429
chr1	27604430	27604431	AHDC1
chr1	27635184	27635185	FGR
chr1	27649418	27649419	ENSG00000235912
chr1	27666278	27666279	LINC02574
chr1	27669467	27669468	ENSG00000225886
chr1	27672211	27672212	IFI6
chr1	27675708	27675709	RNU6-949P
chr1	27687470	27687471	CHMP1AP1
chr1	27693730	27693731	RNU6-424P
chr1	27725755	27725756	ENSG00000287244
chr1	27725960	27725961	FAM76A
chr1	27739090	27739091	ENSG00000231344
chr1	27739953	27739954	RPEP3
chr1	27773218	27773219	STX12
chr1	27773857	27773858	ENSG00000269971
chr1	27819982	27819983	ENSG00000270031
chr1	27824537	27824538	RNU6-1245P
chr1	27830781	27830782	PPP1R8
chr1	27831208	27831209	ENSG00000286433
chr1	27834400	27834401	SCARNA1
chr1	27872542	27872543	THEMIS2
chr1	27914745	27914746	RPA2
chr1	27934999	27935000	SMPDL3B
chr1	27959587	27959588	XKR8
chr1	27960192	27960193	ENSG00000227050
chr1	27990523	27990524	ENSG00000238231
chr1	28032179	28032180	RN7SL559P
chr1	28088636	28088637	EYA3
chr1	28096421	28096422	SPCS2P4
chr1	28109738	28109739	ENSG00000228943
chr1	28121320	28121321	ENSG00000214812
chr1	28126938	28126939	ENSG00000289576
chr1	28142840	28142841	RNU6-176P
chr1	28193935	28193936	PTAFR
chr1	28233028	28233029	DNAJC8
chr1	28236108	28236109	ATP5IF1
chr1	28236438	28236439	ENSG00000290123
chr1	28241452	28241453	ENSG00000270605
chr1	28247143	28247144	ENSG00000271398
chr1	28259517	28259518	SESN2
chr1	28329001	28329002	MED18
chr1	28369581	28369582	PHACTR4
chr1	28422654	28422655	Y_RNA
chr1	28453540	28453541	ENSG00000229820
chr1	28481361	28481362	RNU6ATAC27P
chr1	28505942	28505943	RCC1
chr1	28505979	28505980	SNHG3
chr1	28507365	28507366	SNORA73A
chr1	28508558	28508559	SNORA73B
chr1	28527226	28527227	PRDX3P2
chr1	28544459	28544460	ENSG00000279443
chr1	28553084	28553085	TRNAU1AP
chr1	28578821	28578822	SNORD99
chr1	28579892	28579893	SNORA61
chr1	28580511	28580512	SNORA44
chr1	28581053	28581054	SNORA16A
chr1	28581055	28581056	SNORA16A
chr1	28583131	28583132	SNHG12
chr1	28592199	28592200	RAB42
chr1	28643227	28643228	TAF12-DT
chr1	28648290	28648291	TAF12
chr1	28648599	28648600	RNU11
chr1	28648599	28648600	ENSG00000270103
chr1	28668777	28668778	GMEB1
chr1	28689664	28689665	ENSG00000252777
chr1	28736620	28736621	YTHDF2
chr1	28737669	28737670	ENSG00000289291
chr1	28812169	28812170	OPRD1
chr1	28877335	28877336	ENSG00000233427
chr1	28881834	28881835	Y_RNA
chr1	28887090	28887091	EPB41
chr1	28982607	28982608	ENSG00000225616
chr1	28985709	28985710	Y_RNA
chr1	29041198	29041199	Metazoa_SRP
chr1	29123902	29123903	TMEM200B
chr1	29146993	29146994	ENSG00000225750
chr1	29171452	29171453	ENSG00000277916
chr1	29181899	29181900	SRSF4
chr1	29223932	29223933	ENSG00000237934
chr1	29230941	29230942	MECR
chr1	29236515	29236516	PTPRU
chr1	29350113	29350114	LINC01756
chr1	29496892	29496893	ENSG00000225011
chr1	29709546	29709547	ENSG00000228176
chr1	29755174	29755175	ENSG00000284676
chr1	29905356	29905357	ENSG00000270927
chr1	30037611	30037612	LINC01648
chr1	30140262	30140263	ENSG00000233372
chr1	30226522	30226523	ENSG00000231251
chr1	30411637	30411638	ENSG00000236335
chr1	30415824	30415825	ENSG00000231949
chr1	30576824	30576825	ENSG00000289710
chr1	30718503	30718504	MATN1-AS1
chr1	30723584	30723585	MATN1
chr1	30731692	30731693	ENSG00000287510
chr1	30739231	30739232	MIR4420
chr1	30757773	30757774	LAPTM5
chr1	30815552	30815553	ENSG00000229607
chr1	30824216	30824217	LINC01778
chr1	30843822	30843823	RN7SKP91
chr1	30858157	30858158	ENSG00000235143
chr1	30908757	30908758	SDC3
chr1	30918734	30918735	RN7SL371P
chr1	31036733	31036734	ENSG00000237329
chr1	31050871	31050872	ENSG00000232768
chr1	31065990	31065991	PUM1
chr1	31095557	31095558	SELENOWP1
chr1	31108622	31108623	ENSG00000225142
chr1	31239886	31239887	NKAIN1
chr1	31263680	31263681	ENSG00000229447
chr1	31296787	31296788	SNRNP40
chr1	31296981	31296982	ZCCHC17
chr1	31346798	31346799	ENSG00000229044
chr1	31376849	31376850	FABP3
chr1	31409564	31409565	SERINC2
chr1	31488929	31488930	EEF1A1P46
chr1	31497682	31497683	RNU6-40P
chr1	31500084	31500085	LDC1P
chr1	31503743	31503744	Y_RNA
chr1	31506225	31506226	LINC01226
chr1	31576484	31576485	TINAGL1
chr1	31577897	31577898	ENSG00000229167
chr1	31617685	31617686	HCRTR1
chr1	31644048	31644049	PEF1-AS1
chr1	31644693	31644694	ENSG00000264078
chr1	31644895	31644896	PEF1
chr1	31704318	31704319	COL16A1
chr1	31758734	31758735	MIR4254
chr1	31764892	31764893	ADGRB2
chr1	31789129	31789130	ENSG00000254545
chr1	31816021	31816022	SPOCD1
chr1	31855567	31855568	ENSG00000203620
chr1	31919627	31919628	ENSG00000288678
chr1	31921840	31921841	ENSG00000269967
chr1	31933019	31933020	ENSG00000228634
chr1	31944855	31944856	PTP4A2
chr1	31987033	31987034	ENSG00000284702
chr1	32013867	32013868	KHDRBS1
chr1	32072030	32072031	TMEM39B
chr1	32073473	32073474	ENSG00000203325
chr1	32086948	32086949	MIR5585
chr1	32087812	32087813	Metazoa_SRP
chr1	32108055	32108056	KPNA6
chr1	32170732	32170733	ENSG00000250135
chr1	32179674	32179675	TXLNA
chr1	32200594	32200595	CCDC28B
chr1	32205670	32205671	IQCC
chr1	32206813	32206814	ENSG00000224066
chr1	32209088	32209089	DCDC2B
chr1	32221076	32221077	EIF3I
chr1	32222358	32222359	TMEM234
chr1	32240525	32240526	ENSG00000290045
chr1	32241591	32241592	MTMR9LP
chr1	32241709	32241710	ENSG00000291132
chr1	32247221	32247222	FAM167B
chr1	32251243	32251244	LCK
chr1	32269596	32269597	Metazoa_SRP
chr1	32286560	32286561	Y_RNA
chr1	32292082	32292083	HDAC1
chr1	32336232	32336233	MARCKSL1
chr1	32350662	32350663	ENSG00000233775
chr1	32351520	32351521	TSSK3
chr1	32364277	32364278	FAM229A
chr1	32394730	32394731	BSDC1
chr1	32403114	32403115	GAPDHP20
chr1	32421978	32421979	ENSG00000270850
chr1	32426788	32426789	LRRC37A12P
chr1	32457834	32457835	RN7SL122P
chr1	32465056	32465057	ENSG00000254553
chr1	32465071	32465072	ZBTB8B
chr1	32539426	32539427	ZBTB8A
chr1	32639950	32639951	Y_RNA
chr1	32650902	32650903	ZBTB8OS
chr1	32651141	32651142	RBBP4
chr1	32703595	32703596	SYNC
chr1	32725236	32725237	ENSG00000224409
chr1	32741829	32741830	KIAA1522
chr1	32816766	32816767	S100PBP
chr1	32818030	32818031	YARS1
chr1	32872481	32872482	FNDC5
chr1	32885993	32885994	HPCA
chr1	32901437	32901438	TMEM54
chr1	32925453	32925454	ENSG00000287691
chr1	32964808	32964809	RNF19B
chr1	32973552	32973553	ENSG00000278966
chr1	32979946	32979947	ENSG00000217644
chr1	32986951	32986952	ENSG00000239670
chr1	32987074	32987075	ENSG00000236065
chr1	33029575	33029576	Metazoa_SRP
chr1	33080995	33080996	AK2
chr1	33081103	33081104	AZIN2
chr1	33143229	33143230	ENSG00000278997
chr1	33162850	33162851	ENSG00000279179
chr1	33182058	33182059	TRIM62
chr1	33194787	33194788	ENSG00000284721
chr1	33256491	33256492	ZNF362
chr1	33261211	33261212	ENSG00000270115
chr1	33307347	33307348	ENSG00000225313
chr1	33321097	33321098	A3GALT2
chr1	33332491	33332492	MIR3605
chr1	33336863	33336864	RN7SKP16
chr1	33350351	33350352	PHC2-AS1
chr1	33431094	33431095	PHC2
chr1	33466248	33466249	TLR12P
chr1	33472644	33472645	ZSCAN20
chr1	33512742	33512743	ENSG00000235907
chr1	33838522	33838523	HSPD1P14
chr1	33860474	33860475	HMGB4
chr1	33868952	33868953	CSMD2-AS1
chr1	34112948	34112949	RNA5SP42
chr1	34165841	34165842	CSMD2
chr1	34166882	34166883	C1orf94
chr1	34277291	34277292	ENSG00000270241
chr1	34669693	34669694	MIR552
chr1	34685731	34685732	ENSG00000287703
chr1	34755046	34755047	GJB5
chr1	34759739	34759740	GJB4
chr1	34781213	34781214	GJB3
chr1	34788096	34788097	ENSG00000255811
chr1	34792998	34792999	GJA4
chr1	34850693	34850694	ENSG00000230163
chr1	34859754	34859755	SMIM12
chr1	34929649	34929650	DLGAP3
chr1	34978705	34978706	GPR199P
chr1	34985312	34985313	ENSG00000284773
chr1	34985346	34985347	TMEM35B
chr1	35031740	35031741	ENSG00000271741
chr1	35031944	35031945	ZMYM6
chr1	35032171	35032172	ZMYM1
chr1	35053467	35053468	RPL12P45
chr1	35122021	35122022	EFCAB14P1
chr1	35146434	35146435	ENSG00000284640
chr1	35193445	35193446	SFPQ
chr1	35195968	35195969	Y_RNA
chr1	35268708	35268709	ZMYM4
chr1	35292497	35292498	RN7SL503P
chr1	35310273	35310274	SNORA62
chr1	35350721	35350722	RPL5P4
chr1	35366076	35366077	ZMYM4-AS1
chr1	35399996	35399997	Metazoa_SRP
chr1	35509741	35509742	ENSG00000236274
chr1	35557472	35557473	NCDN
chr1	35557949	35557950	KIAA0319L
chr1	35573313	35573314	TFAP2E
chr1	35577778	35577779	TFAP2E-AS1
chr1	35641525	35641526	PSMB2
chr1	35718893	35718894	C1orf216
chr1	35739388	35739389	ENSG00000232335
chr1	35769977	35769978	CLSPN
chr1	35808015	35808016	AGO4
chr1	35869807	35869808	AGO1
chr1	35873751	35873752	CFAP97P1
chr1	35910871	35910872	ENSG00000286899
chr1	35930114	35930115	ENSG00000271914
chr1	35930717	35930718	AGO3
chr1	36013629	36013630	ENSG00000271554
chr1	36084025	36084026	ENSG00000232862
chr1	36084093	36084094	TEKT2
chr1	36088891	36088892	ADPRS
chr1	36125221	36125222	COL8A2
chr1	36155578	36155579	MAP7D1
chr1	36156052	36156053	TRAPPC3
chr1	36191914	36191915	RN7SL131P
chr1	36224431	36224432	THRAP3
chr1	36242155	36242156	UBE2V2P4
chr1	36306367	36306368	SH3D21
chr1	36324153	36324154	EVA1B
chr1	36329629	36329630	ENSG00000286379
chr1	36385923	36385924	STK40
chr1	36397907	36397908	LSM10
chr1	36402858	36402859	RNU4-27P
chr1	36418577	36418578	SNORA63C
chr1	36450450	36450451	OSCP1
chr1	36464383	36464384	MRPS15
chr1	36483277	36483278	CSF3R
chr1	36630334	36630335	FTLP18
chr1	36703952	36703953	ENSG00000284705
chr1	36769724	36769725	ENSG00000284720
chr1	36769811	36769812	ENSG00000234481
chr1	37034514	37034515	GRIK3
chr1	37133488	37133489	ENSG00000284650
chr1	37161562	37161563	MIR4255
chr1	37203609	37203610	RNU6-636P
chr1	37264785	37264786	RNA5SP43
chr1	37325099	37325100	ENSG00000223944
chr1	37330851	37330852	RPS29P6
chr1	37474431	37474432	ZC3H12A-DT
chr1	37474579	37474580	ZC3H12A
chr1	37480229	37480230	MIR6732
chr1	37500993	37500994	MIR5581
chr1	37514765	37514766	MEAF6
chr1	37544762	37544763	FTH1P1
chr1	37554292	37554293	SNIP1
chr1	37556246	37556247	ENSG00000237749
chr1	37556918	37556919	DNALI1
chr1	37595936	37595937	GNL2
chr1	37596125	37596126	ENSG00000284748
chr1	37634891	37634892	RSPO1
chr1	37692248	37692249	C1orf109
chr1	37692480	37692481	CDCA8
chr1	37738053	37738054	Y_RNA
chr1	37765132	37765133	EPHA10
chr1	37776669	37776670	ACTN4P2
chr1	37782884	37782885	ENSG00000227416
chr1	37793846	37793847	MANEAL
chr1	37800878	37800879	ENSG00000233728
chr1	37806978	37806979	C1orf122
chr1	37808207	37808208	YRDC
chr1	37840985	37840986	ENSG00000235673
chr1	37859591	37859592	MTF1
chr1	37860696	37860697	ENSG00000230955
chr1	37884236	37884237	SNORA63
chr1	37885022	37885023	RNU6-584P
chr1	37947056	37947057	INPP5B
chr1	37953507	37953508	Metazoa_SRP
chr1	37990074	37990075	SF3A3
chr1	37991461	37991462	RNU6-510P
chr1	38005605	38005606	FHL3
chr1	38009257	38009258	UTP11
chr1	38046792	38046793	POU3F1
chr1	38047313	38047314	MIR3659HG
chr1	38080910	38080911	ENSG00000223589
chr1	38089230	38089231	MIR3659
chr1	38140592	38140593	LINC02786
chr1	38149543	38149544	ENSG00000286552
chr1	38193618	38193619	ENSG00000287987
chr1	38214805	38214806	LINC01343
chr1	38384421	38384422	ENSG00000275350
chr1	38396658	38396659	RNU6-753P
chr1	38474824	38474825	LINC01685
chr1	38708930	38708931	HSPA5P1
chr1	38815978	38815979	ENSG00000284632
chr1	38859771	38859772	RRAGC
chr1	38859911	38859912	RRAGC-DT
chr1	38873367	38873368	MYCBP
chr1	38874493	38874494	ENSG00000273637
chr1	38881586	38881587	GJA9
chr1	38881616	38881617	ENSG00000274944
chr1	38926869	38926870	RNU6-605P
chr1	38941829	38941830	RHBDL2
chr1	38950924	38950925	Y_RNA
chr1	38958924	38958925	EIF1P2
chr1	38991275	38991276	AKIRIN1
chr1	39026317	39026318	NDUFS5
chr1	39081315	39081316	MACF1
chr1	39121042	39121043	RNU6-608P
chr1	39154295	39154296	RNA5SP44
chr1	39238619	39238620	ENSG00000287422
chr1	39257648	39257649	ENSG00000226438
chr1	39304897	39304898	HSPE1P8
chr1	39491635	39491636	BMP8A
chr1	39514955	39514956	OXCT2P1
chr1	39558706	39558707	PPIEL
chr1	39559697	39559698	PPIEL
chr1	39565051	39565052	PABPC4-AS1
chr1	39567507	39567508	SNORA55
chr1	39576789	39576790	PABPC4
chr1	39633415	39633416	ENSG00000225903
chr1	39639642	39639643	HEYL
chr1	39672106	39672107	NT5C1A
chr1	39691484	39691485	HPCAL4
chr1	39692181	39692182	PPIE
chr1	39718027	39718028	ENSG00000225333
chr1	39723626	39723627	RNU7-121P
chr1	39733326	39733327	ENSG00000289711
chr1	39771347	39771348	OXCT2
chr1	39779968	39779969	BMP8B-AS1
chr1	39788864	39788865	BMP8B
chr1	39788975	39788976	ENSG00000261798
chr1	39795995	39795996	ENSG00000229213
chr1	39799418	39799419	ENSG00000284719
chr1	39817459	39817460	LINC02811
chr1	39881677	39881678	Y_RNA
chr1	39883510	39883511	TRIT1
chr1	39897744	39897745	MYCL-AS1
chr1	39902255	39902256	MYCL
chr1	39944997	39944998	Y_RNA
chr1	39955111	39955112	MFSD2A
chr1	39962679	39962680	ENSG00000228477
chr1	40040232	40040233	CAP1
chr1	40097259	40097260	PPT1
chr1	40132763	40132764	OAZ1P1
chr1	40161386	40161387	RLF
chr1	40177842	40177843	RNU6-1237P
chr1	40245946	40245947	TMCO2
chr1	40257970	40257971	ZMPSTE24-DT
chr1	40258040	40258041	ZMPSTE24
chr1	40262983	40262984	ENSG00000231296
chr1	40317812	40317813	COL9A2
chr1	40333556	40333557	ENSG00000227311
chr1	40344849	40344850	SMAP2
chr1	40364765	40364766	ENSG00000213172
chr1	40394963	40394964	ENSG00000290111
chr1	40450038	40450039	ENSG00000284677
chr1	40450101	40450102	ZFP69B
chr1	40464318	40464319	ENSG00000260920
chr1	40473054	40473055	ENSG00000279667
chr1	40477289	40477290	ZFP69
chr1	40508660	40508661	EXO5-DT
chr1	40508740	40508741	EXO5
chr1	40515056	40515057	ENSG00000227278
chr1	40517173	40517174	ENSG00000238186
chr1	40531572	40531573	ZNF684
chr1	40563533	40563534	ENSG00000236505
chr1	40584334	40584335	ENSG00000286838
chr1	40594352	40594353	GTF2F2P2
chr1	40659847	40659848	ENSG00000287743
chr1	40665681	40665682	RIMS3
chr1	40687587	40687588	ENSG00000237899
chr1	40691647	40691648	NFYC
chr1	40692073	40692074	NFYC-AS1
chr1	40754354	40754355	MIR30E
chr1	40757283	40757284	MIR30C1
chr1	40783786	40783787	KCNQ4
chr1	40804845	40804846	RN7SL326P
chr1	40862362	40862363	CITED4
chr1	40863913	40863914	ENSG00000229528
chr1	40939293	40939294	ENSG00000286668
chr1	40939762	40939763	ENSG00000228940
chr1	40942514	40942515	UBE2V1P8
chr1	40979299	40979300	CTPS1
chr1	41014589	41014590	SLFNL1-AS1
chr1	41023236	41023237	SLFNL1
chr1	41098637	41098638	RPL23AP17
chr1	41241771	41241772	ENSG00000287400
chr1	41242305	41242306	SCMH1
chr1	41242372	41242373	SCMH1-DT
chr1	41264861	41264862	RPL36AP9
chr1	41303971	41303972	ENSG00000286640
chr1	41306147	41306148	ENSG00000291157
chr1	41361921	41361922	FOXO6
chr1	41375668	41375669	FOXO6-AS1
chr1	41467027	41467028	RNA5SP45
chr1	41484682	41484683	EDN2
